"","text","emotion","polarity"
"975","its possible to love chad wheeler amp hold him accountable if he cant be med compliant or seek treatment the…","joy","positive"
"976","this woman has a real mental health issue","neutral","positive"
"977","the february issue has context and activities for chinese new year valentines day shrove tuesday and childrens…","neutral","positive"
"978","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"979","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"980","these kids are struggling if i deal with one more suicidal attempt or self harm issue 
lord we need to get covid…","sadness","negative"
"981","i try to keep my cool whenever i see this discussion this is an intensely personal issue for me its…","neutral","neutral"
"982","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"983","back withnow and he’s raising the issue of those excluded from gov helpa campaign he’s supporting s…","neutral","positive"
"984","my issue with matt haigs brand of mental health advocacy is the diluted buzzword quality of it its ok not to be ok has…","neutral","positive"
"985","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"986","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"987","another thing about mental illness is that you can develop other illnesses like depression because of an existing mental health issue <U+0001F480>","joy","negative"
"988","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"989","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"990","no just say i need a mental health day or i am having womens issue","neutral","neutral"
"991","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"992","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"993","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"994","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"995","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"996","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"997","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
"998","i love numbers but reading this can cause mental health issue please where is all this money going","joy","positive"
"999","read conflict and community mental health in the arab world in the latest issue of bjpinternational eic david skuse d…","neutral","neutral"
"1000","trumps mental health was clearly the salient issue from before the beginning of his term it wasnt subtl…","neutral","positive"
